,year,title
12039,2018,Salesian Journal of Humanities and Social Sciences
12042,2023,Journal of Wildlife Management
12045,2023,Latin American Research Review
12046,2020,Proceedings of the ... Annual Hawaii International Conference on System Sciences/Proceedings of the Annual Hawaii International Conference on System Sciences
12047,2020,ScholarSpace (University of Hawaii at Manoa)
12048,2020,AIS Electronic Library (AISeL) (Association for Information Systems)
12052,2024,Viruses
12057,2020,The Journal of the American Board of Family Medicine
12059,2019,Journal of Nutrition in Gerontology and Geriatrics
12062,2022,BioScience
12072,2022,California Journal of Politics and Policy
12074,2022,Stroke
12090,2019,Frontiers in Nutrition
12095,2023,The Pakistan Development Review
12096,2023,UF Journal of Undergraduate Research
12097,2018,Water Air & Soil Pollution
12109,2024,Urban History
12116,2017,Edward Elgar Publishing eBooks
12120,2019,Comparative Political Studies
12122,2022,ISU Red - Research and eData (Illinois State University)
12126,2018,Frontiers in Oncology
12131,2024,Criminology & Public Policy
12132,2022,IntechOpen eBooks
12134,2018,The International Encyclopedia of Anthropology
12135,2017,Operations Research Perspectives
12137,2023,Societies
12138,2021,EarthArXiv (California Digital Library)
12139,2023,American Anthropologist
12141,2024,Journal of Maternal and Child Health
12142,2024,BMC Health Services Research
12145,2024,International Journal of Home Science
12149,2020,LSU Digital Commons (Louisiana State University)
12150,2021,Indiana Law Review
12154,2021,DigitalCommons - UNMC (University of Nebraska Medical Center)
12156,2018,Population Research and Policy Review
12161,2023,Environmental Monitoring and Assessment
12164,2017,Amsterdam University Press eBooks
12165,2021,Chinese Journal of Urban and Environmental Studies
12166,2021,Ulster University Research Portal (Ulster University)
12168,2022,International Journal for Population Data Science
12173,2018,Economie et Statistique / Economics and Statistics
12174,2019,The cryosphere
12176,2024,University of California Press eBooks
12180,2019,Journal of Consumer Research
12182,2019,Scholar Commons (Santa Clara University)
12184,2019,Bulletin of the American Museum of Natural History
12185,2019,Zenodo (CERN European Organization for Nuclear Research)
12186,2019,Biodiversity Heritage Library (Smithsonian Institution)
12188,2022,University of Minnesota Digital Conservancy (University of Minnesota)
12192,2020,Journal of Agricultural Education
12195,2018,Sociological Perspectives
12196,2017,International Annals of Criminology
12197,2020,IJC Heart & Vasculature
12200,2020,Purdue University Indianapolis (Indiana University)
12202,2024,Western Journal of Emergency Medicine
12205,2021,New Jersey Studies An Interdisciplinary Journal
12218,2021,Deleted Journal
12219,2023,Studies in American Political Development
12220,2022,Lincoln (University of Nebraska)
12221,2018,Biofuels Bioproducts and Biorefining
12226,2023,Frontiers in Oncology
12229,2022,Indian Journal of Scientific Research
12232,2023,Journal of Water and Health
12236,2021,Novum Jus
12237,2023,Journal of Sindhi Studies
12238,2019,Cogent Social Sciences
12242,2019,Daedalus
12243,2024,Michigan Journal of Race & Law
12246,2018,MDPI eBooks
12250,2018,Potentia Journal of International Affairs
12255,2023,Journal of Thoracic Disease
12258,2022,International Journal of Multidisciplinary Applied Business and Education Research
12259,2020,International Review of Social History
12260,2022,Frontiers in Research Metrics and Analytics
12264,2019,Review & Expositor
12265,2024,Review of International Economics
12267,2021,Journal of Behavioral Public Administration
12268,2023,BMJ Public Health
12271,2022,Environmental Conservation
12272,2022,Enlighten: Publications (The University of Glasgow)
12275,2017,Statistical Journal of the IAOS
12276,2023,Journal of Research in Technical Careers
12277,2023,Indiana Law Review
12279,2017,Journal of Urban History
12280,2024,Frontiers in Human Dynamics
12281,2020,Atmospheric chemistry and physics
12285,2019,Journal of Environmental Studies and Sciences
12287,2018,Journal of Social and Political Sciences
12289,2021,Theory & Practice in Rural Education
12291,2023,Journal of Institutional Economics
12292,2018,Marketing Science
12293,2018,"Consultation of the Doctoral Thesis Database (TESEO) (Ministerio de Educación, Cultura y Deporte)"
12295,2023,Frontiers in Bird Science
12296,2023,mediaTUM  (Technical University of Munich)
12297,2020,Anticancer Research
12300,2021,Journal of Modern Mechanical Engineering and Technology
12301,2022,Brookings Papers on Economic Activity
12302,2023,The Review of Economics and Statistics
12303,2023,Repository@Nottingham (University of Nottingham)
12311,2019,Journal of Education and Practice
12312,2019,Journals & Books Hosting (International Knowledge Sharing Platform)
12313,2020,Frontiers in Sustainability
12314,2019,Journal of Health Communication
12316,2019,Bulletin of the World Health Organization
12320,2019,The Journal of Latin American and Caribbean Anthropology
12321,2019,University of California Press eBooks
12323,2024,Journal of Information Policy
12329,2024,World Journal of Public Health
12331,2021,Australian Population Studies
12335,2022,OECD Economics Department working papers
12336,2023,Molecular Ecology
12338,2023,International Health Trends and Perspectives
12339,2020,JAWRA Journal of the American Water Resources Association
12342,2019,Modern Asian Studies
12343,2023,OECD Economics Department working papers
12344,2019,The Journal of High Technology Management Research
12349,2017,University Press of Colorado eBooks
12350,2024,The White Horse Press eBooks
12354,2017,Cities
12355,2023,Agricultural & Rural Studies
12359,2018,Palgrave Macmillan UK eBooks
12360,2023,Routledge eBooks
12361,2017,Policy Press eBooks
12364,2022,UF Law Scholarship Repository (University of Florida)
12365,2022,bepress Legal Repository (Bepress (United States))
12366,2020,NETSOL New Trends in Social and Liberal Sciences
12373,2018,MedEdPublish
12374,2018,KTH Publication Database DiVA (KTH Royal Institute of Technology)
12376,2020,Microbiology Australia
12377,2019,Issue Lab (Candid)
12378,2023,The MIT Press eBooks
12382,2019,Economie şi Sociologie
12383,2019,Revue générale de droit
12384,2020,Current Urban Studies
12385,2022,Oxford University Press eBooks
12388,2018,The Forum
12392,2021,The Rural Educator
12394,2023,Biología y Sociedad
12395,2023,Michigan Journal of Race & Law
12396,2023,eYLS (Yale Law School)
12398,2021,"Advances in Social Science, Education and Humanities Research/Advances in social science, education and humanities research"
12399,2023,CSID Journal of Infrastructure Development
12400,2022,Leiden University Press eBooks
12401,2022,Leiden Repository (Leiden University)
12402,2022,ARCTIC
12404,2019,Research Publications (Maastricht University)
12406,2018,State University of New York Press eBooks
12411,2021,WINHEC International Journal of Indigenous Education Scholarship
12412,2021,SHAREOK (University of Oklahoma; Oklahoma State University; Central Oklahoma University)
12417,2021,Journal of Racial and Ethnic Health Disparities
12420,2017,"AIBR, Revista de Antropologia Iberoamericana"
12422,2018,Open Book Publishers
12425,2021,SSRN Electronic Journal
12427,2021,Journal of Elder Policy
12432,2019,Studies in public choice
12435,2018,Journal of Human Trafficking
12436,2018,KU ScholarWorks (The University of Kansas)
12438,2024,ISPRS International Journal of Geo-Information
12445,2023,European Review
12448,2020,North Carolina Libraries
12449,2022,Brepols Publishers eBooks
12459,2019,Open Book Publishers
12461,2019,Rutgers University Press eBooks
12464,2023,Michigan Law Review
12465,2022,Hualin International Journal of Buddhist Studies
12468,2019,University of Michigan Journal of Law Reform
12474,2024,Proceedings of the ACM on Human-Computer Interaction
12481,2023,Sustainable and Resilient Infrastructure
12487,2022,The Journal of Sociology & Social Welfare
12488,2022,ScholarWorks - WMU (Western Michigan University)
12490,2022,Frontiers in Pediatrics
12495,2023,Journal of Korea Planning Association
12496,2023,Clean Energy
12498,2020,Brill Research Perspectives in Jesuit Studies
12505,2019,Duke University Press eBooks
12514,2020,Humboldt Journal of Social Relations
12515,2018,American Journal of Undergraduate Research
12523,2018,Urban Geography
12528,2018,Issue Lab (Candid)
12538,2017,Repository of the Academy's Library (Library of the Hungarian Academy of Sciences)
12540,2022,Michigan Journal of Race & Law
12542,2024,University of South Carolina Press eBooks
12543,2021,The Journal of Sociology & Social Welfare
12544,2022,Leuven University Press eBooks
12547,2021,RAND Corporation eBooks
12549,2018,Transportation Research Part A Policy and Practice
12554,2022,KU ScholarWorks (University of Kansas)
12557,2022,"Modernity, memory and identity in South-East Europe"
12558,2022,ARCA (Università Ca' Foscari Venezia)
12559,2018,Pacific Economic Review
12560,2023,"Federal Reserve Bank of San Francisco, Working Paper Series"
12561,2018,Remote Sensing
12564,2018,Dialectical Anthropology
12567,2017,Archivio istituzionale della ricerca (Alma Mater Studiorum Università di Bologna)
12570,2023,IMF Notes
12572,2023,Computational Urban Science
12573,2023,International Review of Economics
12575,2022,IWA Publishing eBooks
12576,2022,BiblioBoard Library Catalog (Open Research Library)
12577,2022,University of California Press eBooks
12579,2022,CRC Press eBooks
12588,2024,Public Health Nutrition
12596,2022,JAMA Dermatology
12599,2018,Atlanta Studies
12603,2023,International Affairs and Global Strategy
12604,2024,Injury Epidemiology
12612,2023,University of Colorado Honors Journal
12615,2018,Sustainable civil infrastructures
12618,2017,The Journal of Economic Perspectives
12619,2022,Gospel Leadership
12622,2022,Civitas - Revista de Ciências Sociais
12626,2022,Review of Economics and Finance
12627,2020,IZA Journal of Labor Policy
12629,2024,HortScience
12634,2021,EdArXiv (OSF Preprints)
12639,2022,Conferencii
12640,2022,EdArXiv (OSF Preprints)
12643,2020,American International Journal of Contemporary Research
12644,2023,American Journal of Kidney Diseases
12648,2019,NC Digital Online Collection of Knowledge and Scholarship (The University of North Carolina at Greensboro)
12653,2024,International Journal of Research Publication and Reviews
12655,2019,"ASSA, CSSA and SSSA"
12671,2019,Archivio istituzionale della ricerca (Alma Mater Studiorum Università di Bologna)
12674,2019,Surrey Open Research repository (University of Surrey)
12677,2019,Economics
12678,2019,"Philologist – Journal Of Langugage, Literary And Cultural Studies (University of Banja Luka)"
12681,2023,Agrosystems Geosciences & Environment
12682,2024,Environment and Development Economics
12689,2017,Smart Cities
12692,2018,Nursing Clinics of North America
12694,2018,2018 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC)
12697,2017,International Journal of Business Strategies
12701,2024,International Archives of Allergy and Immunology
12707,2022,Middle East Journal of Applied Science & Technology
12710,2018,eTropic electronic journal of studies in the tropics
12717,2022,Michigan Journal of Environmental & Administrative Law
12718,2023,OPAL (Open@LaTrobe) (La Trobe University)
12720,2024,Estuaries and Coasts
12721,2024,Frontiers in Education
12723,2023,Pro-Posições
12727,2019,Technometrics
12728,2019,International Review of Social History
12732,2022,Theory & Practice in Rural Education
12737,2021,American Journal of Industrial and Business Management
12738,2024,The Journal of Real Estate Finance and Economics
12739,2023,Frontiers in Sustainable Cities
12742,2021,Project Muse (Johns Hopkins University)
12745,2023,Radboud University Press eBooks
