year,"title"
2023,"Interdisciplinaria"
2023,"Internal Medicine Journal"
2023,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives"
2023,"International Journal for Crime, Justice and Social Democracy"
2023,"International Journal for Equity in Health"
2023,"International Journal of Advanced Manufacturing Technology"
2023,"International Journal of Agricultural and Biological Engineering"
2023,"International Journal of Applied Linguistics (United Kingdom)"
2023,"International Journal of Behavioral Medicine"
2023,"International Journal of Behavioral Nutrition and Physical Activity"
2023,"International Journal of Biometeorology"
2023,"International Journal of Climate Change Strategies and Management"
2023,"International Journal of Climatology"
2023,"International Journal of Colorectal Disease"
2023,"International Journal of Community Well-Being"
2023,"International Journal of Cultural Policy"
2023,"International Journal of Development Issues"
2023,"International Journal of Disaster Risk Reduction"
2023,"International Journal of Drug Policy"
2023,"International Journal of Eating Disorders"
2023,"International Journal of Emergency Medicine"
2023,"International Journal of Environmental Health Research"
2023,"International Journal of Environmental Research and Public Health"
2023,"International Journal of Environmental Science and Technology"
2023,"International Journal of Financial Studies"
2023,"International Journal of Food Microbiology"
2023,"International Journal of Forensic Mental Health"
2023,"International Journal of Historical Archaeology"
2023,"International Journal of Hydrogen Energy"
2023,"International Journal of Industrial Engineering : Theory Applications and Practice"
2023,"International Journal of Instruction"
2023,"International Journal of Integrated Care"
2023,"International Journal of Intelligent Systems and Applications in Engineering"
2023,"International Journal of Laboratory Hematology"
2023,"International Journal of Life Cycle Assessment"
2023,"International Journal of Medical Toxicology and Forensic Medicine"
2023,"International Journal of Membrane Science and Technology"
2023,"International Journal of Molecular Sciences"
2023,"International Journal of Occupational Safety and Ergonomics"
2023,"International Journal of Older People Nursing"
2023,"International Journal of Pediatric Otorhinolaryngology"
2023,"International Journal of Prisoner Health"
2023,"International Journal of Production Economics"
2023,"International Journal of Productivity and Performance Management"
2023,"International Journal of Public Health"
2023,"International Journal of Public Opinion Research"
2023,"International Journal of Qualitative Methods"
2023,"International Journal of Qualitative Studies on Health and Well-being"
2023,"International Journal of Radiation Oncology Biology Physics"
2023,"International Journal of Social Economics"
2023,"International Journal of Sociology and Social Policy"
2023,"International Journal of Speech-Language Pathology"
2023,"International Journal of Spine Surgery"
2023,"International Journal of STD and AIDS"
2023,"International Journal of Stress Management"
2023,"International Journal of the Commons"
2023,"International Journal of Water Resources Development"
2023,"International Journal of Wine Business Research"
2023,"International Journal on Child Maltreatment: Research, Policy and Practice"
2023,"International Orthopaedics"
2023,"International Planning Studies"
2023,"International Regional Science Review"
2023,"International Soil and Water Conservation Research"
2023,"International Spectator"
2023,"International Urology and Nephrology"
2023,"IOP Conference Series: Earth and Environmental Science"
2023,"Iowa Law Review"
2023,"IPSN 2023 - Proceedings of the 2023 22nd International Conference on Information Processing in Sensor Networks"
2023,"Iranian Economic Review"
2023,"Irish Veterinary Journal"
2023,"Irrigation and Drainage"
2023,"iScience"
2023,"ISDFS 2023 - 11th International Symposium on Digital Forensics and Security"
2023,"ISPRS International Journal of Geo-Information"
2023,"ISPRS Journal of Photogrammetry and Remote Sensing"
2023,"Issues in Mental Health Nursing"
2023,"Italian Economic Journal"
2023,"Italian Journal of Food Safety"
2023,"JACC: Cardiovascular Interventions"
2023,"JAMA"
2023,"JAMA Health Forum"
2023,"JAMA Internal Medicine"
2023,"JAMA Network Open"
2023,"JAMA Otolaryngology - Head and Neck Surgery"
2023,"JAMA Pediatrics"
2023,"JAMA Surgery"
2023,"JAMIA Open"
2023,"JAOCS, Journal of the American Oil Chemists' Society"
2023,"JDR Clinical and Translational Research"
2023,"JMIR Aging"
2023,"JMIR Formative Research"
2023,"JMIR Medical Informatics"
2023,"JMIR Research Protocols"
2023,"Jonas & Kovner’s: Health Care Delivery in the United States, 13th Edition"
2023,"Journal - American Water Works Association"
2023,"Journal for Nurse Practitioners"
2023,"Journal of Addiction Medicine"
2023,"Journal of Adolescent Health"
2023,"Journal of Affective Disorders"
2023,"Journal of Aging and Health"
2023,"Journal of Aging and Social Policy"
2023,"Journal of Agrarian Change"
2023,"Journal of Agribusiness in Developing and Emerging Economies"
2023,"Journal of Agricultural and Applied Economics"
2023,"Journal of Agricultural and Environmental Ethics"
2023,"Journal of Agricultural and Food Industrial Organization"
2023,"Journal of Agricultural and Resource Economics"
2023,"Journal of Agricultural Economics"
2023,"Journal of Agricultural Education and Extension"
2023,"Journal of Agricultural Safety and Health"
2023,"Journal of Agriculture and Food Research"
2023,"Journal of Agriculture of the University of Puerto Rico"
2023,"Journal of Agriculture, Food Systems, and Community Development"
2023,"Journal of Agromedicine"
2023,"Journal of Agronomy and Crop Science"
2023,"Journal of Allergy and Clinical Immunology: In Practice"
2023,"Journal of American College Health"
2023,"Journal of Animal Ecology"
2023,"Journal of Animal Science"
2023,"Journal of Apicultural Research"
2023,"Journal of Applied Developmental Psychology"
2023,"Journal of Applied Ecology"
2023,"Journal of Applied Economics"
2023,"Journal of Applied Entomology"
2023,"Journal of Applied Gerontology"
2023,"Journal of Applied Laboratory Medicine"
2023,"Journal of Applied Meteorology and Climatology"
2023,"Journal of Applied Security Research"
2023,"Journal of Arid Environments"
2023,"Journal of Asthma"
2023,"Journal of Babol University of Medical Sciences"
2023,"Journal of Behavioral Health Services and Research"
2023,"Journal of Biomedical Informatics"
2023,"Journal of Biotechnology"
2023,"Journal of Black Studies"
2023,"Journal of Bone and Joint Surgery"
2023,"Journal of Cancer Education"
2023,"Journal of Cancer Survivorship"
2023,"Journal of Cannabis Research"
2023,"Journal of Cardiovascular Nursing"
2023,"Journal of Career Assessment"
2023,"Journal of Cereal Science"
2023,"Journal of Cleaner Production"
2023,"Journal of Clinical Child and Adolescent Psychology"
2023,"Journal of Clinical Endocrinology and Metabolism"
2023,"Journal of Clinical Epidemiology"
2023,"Journal of Clinical Lipidology"
2023,"Journal of Clinical Medicine"
2023,"Journal of Clinical Nursing"
2023,"Journal of Clinical Oncology"
2023,"Journal of College Student Retention: Research, Theory and Practice"
2023,"Journal of Commodity Markets"
2023,"Journal of Common Market Studies"
2023,"Journal of Community and Applied Social Psychology"
2023,"Journal of Community Health"
2023,"Journal of Community Health Nursing"
2023,"Journal of Community Psychology"
2023,"Journal of Consulting and Clinical Psychology"
2023,"Journal of Consumer Marketing"
2023,"Journal of Consumer Psychology"
2023,"Journal of Contaminant Hydrology"
2023,"Journal of Cotton Science"
2023,"Journal of Craniofacial Surgery"
2023,"Journal of Criminal Justice"
2023,"Journal of Criminology"
2023,"Journal of Crop Improvement"
2023,"Journal of Crop Science and Biotechnology"
2023,"Journal of Culinary Science and Technology"
2023,"Journal of Cystic Fibrosis"
2023,"Journal of Dairy Science"
2023,"Journal of Degraded and Mining Lands Management"
2023,"Journal of Dental Education"
2023,"Journal of Developmental and Behavioral Pediatrics"
2023,"Journal of Diabetes and Metabolic Disorders"
2023,"Journal of Diabetes Science and Technology"
2023,"Journal of Digital Landscape Architecture"
2023,"Journal of Diversity in Higher Education"
2023,"Journal of Econometric Methods"
2023,"Journal of Economic Entomology"
2023,"Journal of Economic Studies"
2023,"Journal of Economic Surveys"
2023,"Journal of Emergency Management"
2023,"Journal of Energy Resources Technology, Transactions of the ASME"
2023,"Journal of Environmental Economics and Management"
2023,"Journal of Environmental Health"
2023,"Journal of Environmental Management"
2023,"Journal of Environmental Planning and Management"
2023,"Journal of Environmental Psychology"
2023,"Journal of Environmental Quality"
2023,"Journal of Epidemiology and Community Health"
2023,"Journal of Ethnic and Migration Studies"
2023,"Journal of Ethnicity in Substance Abuse"
2023,"Journal of Evaluation in Clinical Practice"
2023,"Journal of Evolutionary Economics"
2023,"Journal of Experimental Botany"
2023,"Journal of Experimental Psychology: General"
2023,"Journal of Exposure Science and Environmental Epidemiology"
2023,"Journal of Extension"
2023,"Journal of Family and Economic Issues"
2023,"Journal of Family Communication"
2023,"Journal of Food Distribution Research"
2023,"Journal of Food Engineering"
2023,"Journal of Food Measurement and Characterization"
2023,"Journal of Food Products Marketing"
2023,"Journal of Food Protection"
2023,"Journal of Food Science"
2023,"Journal of Food Science and Technology"
2023,"Journal of Foot and Ankle Research"
2023,"Journal of Forest Research"
2023,"Journal of Further and Higher Education"
2023,"Journal of Gastroenterology and Hepatology (Australia)"
2023,"Journal of Gastrointestinal Cancer"
2023,"Journal of Gastrointestinal Surgery"
2023,"Journal of General Internal Medicine"
2023,"Journal of Genetic Counseling"
2023,"Journal of Genetic Engineering and Biotechnology"
2023,"Journal of Geography (Chigaku Zasshi)"
2023,"Journal of Geophysical Research: Biogeosciences"
2023,"Journal of Geriatric Oncology"
2023,"Journal of Gerontological Social Work"
2023,"Journal of Government and Economics"
2023,"Journal of Great Lakes Research"
2023,"Journal of Health Care for the Poor and Underserved"
2023,"Journal of Health Communication"
2023,"Journal of Health Economics"
2023,"Journal of Health, Population and Nutrition"
2023,"Journal of Healthcare Leadership"
2023,"Journal of Herbs, Spices and Medicinal Plants"
2023,"Journal of High Technology Management Research"
2023,"Journal of Higher Education"
2023,"Journal of Higher Education Outreach and Engagement"
2023,"Journal of Homosexuality"
2023,"Journal of Hospital Medicine"
2023,"Journal of Hospitality and Tourism Management"
2023,"Journal of Housing and the Built Environment"
2023,"Journal of Human Behavior in the Social Environment"
2023,"Journal of Human Hypertension"
2023,"Journal of Human Nutrition and Dietetics"
2023,"Journal of Human Resources"
2023,"Journal of Hunger and Environmental Nutrition"
2023,"Journal of Hydrology"
2023,"Journal of Immigrant and Minority Health"
2023,"Journal of Immigrant and Refugee Studies"
2023,"Journal of Industrial Ecology"
2023,"Journal of Insect Science"
2023,"Journal of Institutional Economics"
2023,"Journal of Integrated Care"
2023,"Journal of Integrative Agriculture"
2023,"Journal of Intercultural Studies"
2023,"Journal of International Food and Agribusiness Marketing"
2023,"Journal of International Migration and Integration"
2023,"Journal of Interpersonal Violence"
2023,"Journal of Interprofessional Education and Practice"
2023,"Journal of Irrigation and Drainage Engineering"
2023,"Journal of Language, Identity and Education"
2023,"Journal of Latinos and Education"
2023,"Journal of Magnetic Resonance Imaging"
2023,"Journal of Maps"
2023,"Journal of Marketing Research"
2023,"Journal of Materials Science"
2023,"Journal of Maternal-Fetal and Neonatal Medicine"
2023,"Journal of Mathematical Behavior"
2023,"Journal of Medical Internet Research"
2023,"Journal of Medical Systems"
2023,"Journal of Medical Toxicology"
2023,"Journal of Multicultural Discourses"
2023,"Journal of Nematology"
2023,"Journal of Neurosurgery: Spine"
2023,"Journal of Nursing Regulation"
2023,"Journal of Nursing Scholarship"
2023,"Journal of Nutrition"
2023,"Journal of Nutrition and Food Security"
2023,"Journal of Nutrition Education and Behavior"
2023,"Journal of Nutrition in Gerontology and Geriatrics"
2023,"Journal of Nutrition, Health and Aging"
2023,"Journal of Nutritional Science"
2023,"Journal of Obesity"
2023,"Journal of Paediatrics and Child Health"
2023,"Journal of Parenteral and Enteral Nutrition"
2023,"Journal of Patient Safety"
2023,"Journal of Peasant Studies"
2023,"Journal of Pediatric Health Care"
2023,"Journal of Pediatric Orthopaedics"
2023,"Journal of Pediatric Surgery"
2023,"Journal of Perinatology"
2023,"Journal of Personality"
2023,"Journal of Pharmacy Practice"
2023,"Journal of Physiological Anthropology"
2023,"Journal of Phytopathology"
2023,"Journal of Planning Literature"
2023,"Journal of Plant Growth Regulation"
2023,"Journal of Plant Nutrition"
2023,"Journal of Plant Pathology"
2023,"Journal of Plant Registrations"
2023,"Journal of Policy Analysis and Management"
2023,"Journal of Policy Modeling"
2023,"Journal of Population Ageing"
2023,"Journal of Poverty"
2023,"Journal of Prevention and Intervention in the Community"
2023,"Journal of Prevention of Alzheimer's Disease"
2023,"Journal of Primary Care and Community Health"
2023,"Journal of Productivity Analysis"
2023,"Journal of Public Administration Research and Theory"
2023,"Journal of Public Child Welfare"
2023,"Journal of Public Health (Germany)"
2023,"Journal of Public Health (United Kingdom)"
2023,"Journal of Public Health Dentistry"
2023,"Journal of Public Health Management and Practice"
2023,"Journal of Racial and Ethnic Health Disparities"
2023,"Journal of Radiotherapy in Practice"
2023,"Journal of Religion, Media and Digital Culture"
2023,"Journal of Renal Nutrition"
2023,"Journal of Rural Health"
2023,"Journal of Rural Studies"
2023,"Journal of Safety Research"
2023,"Journal of School Health"
2023,"Journal of School Violence"
