doi,"title",year
10.1007/s10750-018-3582-3,"Freshwater mussel (Unionidae) shells document the decline of trace element pollution in the regional watersheds of Chicago (Illinois, USA)",2018
10.1111/1477-9552.12427,"Crop Choice, Drought and Gender: New Insights from Smallholders’ Response to Weather Shocks in Rural Uganda",2021
10.1111/1477-9552.12478,"Farmers’ preferences toward an outcome-based payment for ecosystem service scheme in Japan",2022
10.1111/1477-9552.12437,"US federal farm payments and farm size: Quantile estimation on panel data",2022
10.1111/1477-9552.12523,"Overcoming data barriers in spatial agri-food systems analysis: A flexible imputation framework",2023
10.1111/1477-9552.12537,"Agricultural input subsidies, extension services, and farm labour productivity nexus: Evidence from maize farmers in Tanzania",2023
10.1007/s13165-020-00299-y,"Organic barley producers’ desired qualities for crop improvement",2020
10.1007/s13165-021-00360-4,"Soil microbial communities in tilled organic and no-till conventional crop production systems",2021
10.1007/s13165-023-00430-9,"Impact of COVID-19 on USDA-certified organic producers: exploring the role of sociodemographic and contextual factors",2023
10.1007/978-3-030-94882-5_8,"Learning in communities of practice: How to become a good citizen in self-help groups in rural Tanzania",2022
10.1007/978-3-030-90831-7_15,"On-farm energy production: Biofuels",2022
10.1007/978-3-030-90831-7_9,"Irrigation energy",2022
10.1007/978-3-030-90831-7_1,"Energy use on the farm",2022
10.1080/17569370.2016.1220544,"Slow Fashion and Fiber Farming: Nexus for Community Engagement",2017
10.1007/s13165-019-00265-3,"Private sector support of the farmer transition to certified organic production systems",2020
10.1007/s42532-019-00024-4,"McHarg’s theory and practice of regional ecological planning: retrospect and prospect",2019
10.1007/s42532-022-00116-8,"A critical assessment of participation in stakeholder engagement in agrifood system research",2022
10.1007/s42532-022-00120-y,"The potential of nature-based solutions to reduce greenhouse gas emissions from US agriculture",2022
10.1007/s42532-023-00139-9,"The development of utility-scale solar projects on US agricultural land: opportunities and obstacles",2023
10.1111/zph.12373,"Dogs on livestock farms: A cross-sectional study investigating potential roles in zoonotic pathogen transmission",2018
10.1111/zph.12483,"Evidence of increased Hepatitis E virus exposure in Lao villagers with contact to ruminants",2018
10.1007/978-981-13-7264-3_6,"Small Farmers and Sustainable N and P Management: Implications and Potential Under Changing Climate",2019
10.1177/1538513218769042,"The napa county agricultural preserve: Fifty years as a foundation of America’s premier wine region",2019
10.1007/s00128-021-03365-7,"Influence of Water Resource Recovery Facility Effluents on the Presence of Selected Trace Organic Contaminants (TOrCs) in the Reedy River, South Carolina",2021
10.1186/s13021-018-0095-3,"Delineating managed land for reporting national greenhouse gas emissions and removals to the United Nations framework convention on climate change",2018
10.1111/jac.12617,"Modelling climate change impacts on wet and dry season rice in Cambodia",2022
10.1007/s11213-022-09601-3,"Participatory Action Research, Social Networks, and Gender Influence Soil Fertility Management in Tanzania",2023
10.1007/s12076-016-0167-5,"Site selection for catch crop processing facilities",2017
10.1080/1528008X.2022.2146028,"A Bibliometric Review of Organic Menus at Restaurants: Research Streams and Future Research Path",2022
10.1002/wer.1668,"Comparison of random forest and multiple linear regression to model the mass balance of biosolids from a complex biosolids management area",2021
10.1002/osp4.334,"From biology to behavior: a cross-disciplinary seminar series surrounding added sugar and low-calorie sweetener consumption",2019
10.1007/s10393-018-1316-7,"Antibiotic-Resistant Genes and Pathogens Shed by Wild Deer Correlate with Land Application of Residuals",2018
10.1007/s10460-019-09944-z,"Pockets of peasantness: Small-scale agricultural producers in the Central Finger Lakes region of upstate New York",2023
10.1098/rsfs.2019.0054,"Effects of regional differences and demography in modelling foot-and-mouth disease in cattle at the national scale",2020
10.1007/s10668-017-0031-9,"Farmers’ perception on agro-ecological implications of climate change in the Middle-Mountains of Nepal: a case of Lumle Village, Kaski",2019
10.1007/s10346-023-02154-z,"Assessment of the regeneration of landslides areas using unsupervised and supervised methods and explainable machine learning models",2023
10.1093/jxb/erz223,"Undervalued potential of crassulacean acid metabolism for current and future agricultural production",2019
10.4324/9780429495755,"Everyday elite resistance: Redistributive agrarian reform in the Philippines",2018
10.1007/s11869-022-01163-6,"Assessing the contribution of different sources in atmospheric dispersion of PM2.5 and related health impact in a region of Qazvin, Iran",2022
10.1007/s13280-020-01417-6,"Water use governance in a temperate region: Implications for agricultural climate change adaptation in the Northeastern United States",2021
10.1007/s13280-022-01788-y,"Tracing innovation pathways behind fisheries co-management in Vanuatu",2022
10.1007/s13280-023-01869-6,"Nonpoint source pollution measures in the Clean Water Act have no detectable impact on decadal trends in nutrient concentrations in U.S. inland waters",2023
10.1080/19376812.2016.1229202,"Agricultural land use and the urban-rural gradient: an analysis of landscape metrics in Moshi, Tanzania",2018
10.1111/ruso.12167,"Soil as Social-Ecological Feedback: Examining the “Ethic” of Soil Stewardship among Corn Belt Farmers",2018
10.1111/ruso.12250,"An Emerging Geography of the Agrarian Question: Spatial Analysis as a Tool for Identifying the New American Agrarianism",2019
10.1111/ruso.12211,"Justice across Real and Imagined Food Worlds: Rural Corn Growers, Urban Agriculture Activists, and the Political Ontologies They Live By",2018
10.1111/ruso.12264,"Intimate Partner Violence in Small Towns, Dispersed Rural Areas, and Other Locations: Estimates Using a Reconception of Settlement Type",2019
10.1111/ruso.12267,"Decoding Worker “Reliability”: Modern Agrarian Values and Immigrant Labor on New York Dairy Farms",2019
10.1111/ruso.12344,"Taking Goldschmidt to the Woods: Timberland Ownership and Quality of Life in Alabama*",2021
10.1111/ruso.12355,"Becoming a New Farmer: Agrarianism and the Contradictions of Diverse Economies*",2021
10.1111/ruso.12370,"Does Conservation Ethic Include Intergenerational Bequest? A Random Utility Model Analysis of Conservation Easements and Agricultural Landowners*",2021
10.1111/ruso.12378,"“Out” on the Farm: Queer Farmers Maneuvering Heterosexism and Visibility*",2021
10.1111/ruso.12463,"Perspectives of Agroforestry Practitioners on Agroforestry Adoption: Case Study of Selected SARE Participants?",2022
10.1111/ruso.12486,"Reacting to the Rural Burden: Understanding Opposition to Utility-Scale Solar Development in Upstate New York?",2023
10.1111/ruso.12489,"Farm to Food Bank: Exploring the Ties between Local Food Producers and Charitable Food Assistance?",2023
10.1111/ruso.12512,"A Fair Comparison: Women's and Men's Farms at Seven Scales in the United States?",2023
10.1007/s10340-021-01355-6,"Genetic diversity of whitefly (Bemisia spp.) on crop and uncultivated plants in Uganda: implications for the control of this devastating pest species complex in Africa",2021
10.1007/s40899-020-00368-w,"Anthropogenic hydrometeorological changes at a regional scale: observed irrigation–precipitation feedback (1979–2015) in Nebraska, USA",2020
10.1007/s40899-022-00668-3,"Groundwater management in the framework of socio-ecological system: a case study of Urmia plain, Iran",2022
10.1002/ps.4310,"Laboratory studies of insecticide efficacy and resistance in Drosophila suzukii (Matsumura) (Diptera: Drosophilidae) populations from British Columbia, Canada",2017
10.1002/ps.4497,"Economic analysis of revenue losses and control costs associated with the spotted wing drosophila, Drosophila suzukii (Matsumura), in the California raspberry industry",2017
10.1002/ps.5150,"Grower adoption of insecticide resistance management practices increase with extension-based program",2019
10.1002/ps.5737,"Do farmers manage weeds on owned and rented land differently? Evidence from US corn and soybean farms",2020
10.1002/ps.6016,"An agent-based model of insect resistance management and mitigation for Bt maize: a social science perspective",2021
10.1002/ps.6031,"Estimation of wildlife damage from federal crop insurance data",2021
10.3390/logistics7010005,"Location Allocation of Biorefineries for a Switchgrass-Based Bioethanol Supply Chain Using Energy Consumption and Emissions",2023
10.1007/978-981-16-7916-2_8,"Assessment of the Utility of the Diffusion Model for Facilitating Adoption of Soil and Water Conservation Production Systems in North America",2022
10.1007/s41055-019-00062-4,"Should Moral Vegetarians Avoid Eating Vegetables?",2020
10.1177/00031348221083949,"Changing Patterns in Midwestern Farm Trauma: A Retrospective Comparative Analysis",2022
10.3390/insects8030079,"Understanding barriers to participation in cost-share programs for pollinator conservation by wisconsin (USA) cranberry growers",2017
10.3390/insects9040178,"Evaluation of fruit bagging as a pest management option for direct pests of apple",2018
10.3390/insects10060179,"Integrated pest management (IPM) for small-scale farms in developed economies: Challenges and opportunities",2019
10.3390/insects11030162,"Organic mulch increases insect herbivory by the flea beetle species, Disonycha glabrata, on Amaranthus spp.",2020
10.3390/insects11070399,"Feeding preference of crapemyrtle bark scale (Acanthococcus lagerstroemiae) on different species",2020
10.3390/insects11120882,"Coffee berry borer (Hypothenemus hampei), a global pest of coffee: Perspectives from historical and recent invasions, and future priorities",2020
10.3390/insects12020172,"Cultural control of drosophila suzukii in small fruit—current and pending tactics in the U.S.",2021
10.3390/insects12080702,"The native bees of Texas: Evaluating the benefits of a public engagement course",2021
10.1080/15575330.2017.1354042,"Rural wealth creation of intellectual capital from urban local food system initiatives: Developing indicators to assess change",2017
10.1080/15575330.2017.1358197,"Food access, local foods, and community health",2017
10.1080/15575330.2017.1370001,"The Local Agrifood System Sustainability/Resilience Index (SRI): Constructing a data tool applied to counties in the southern United States",2017
10.1080/15575330.2017.1373136,"Local foods systems and community economic development",2017
10.1080/15575330.2018.1527778,"Exploring the relationships between local agrifood system resilience, multiple measures of development, and health in the Southern United States",2019
10.1080/15575330.2019.1567565,"The New Natural Resource Economy: Implementing the healthy environment/healthy economy paradigm in eastern Oregon",2019
10.1080/15575330.2020.1767168,"Socio-cultural and governance foundations of successful income-generating groups in pastoral societies: Evidence from northern Kenya",2020
